student_id,course_id
2facd9b7-5ed9-4e51-90bd-629e3f4286d1,1
2facd9b7-5ed9-4e51-90bd-629e3f4286d1,9
2facd9b7-5ed9-4e51-90bd-629e3f4286d1,8
742bfaf3-68e9-4b41-85f3-1685751eda90,5
742bfaf3-68e9-4b41-85f3-1685751eda90,4
742bfaf3-68e9-4b41-85f3-1685751eda90,22
742bfaf3-68e9-4b41-85f3-1685751eda90,18
6b97e0b2-327d-4b55-84b7-b77c517fc087,19
6b97e0b2-327d-4b55-84b7-b77c517fc087,14
6b97e0b2-327d-4b55-84b7-b77c517fc087,2
f88fe06a-26db-48b2-8096-66e000259bbf,3
f88fe06a-26db-48b2-8096-66e000259bbf,7
f88fe06a-26db-48b2-8096-66e000259bbf,8
e8bf1aee-c82e-422f-b7dc-8a3cf7d1ec2b,18
e8bf1aee-c82e-422f-b7dc-8a3cf7d1ec2b,7
e8bf1aee-c82e-422f-b7dc-8a3cf7d1ec2b,21
f32086f2-c543-4575-a414-6602811c0a9f,8
f32086f2-c543-4575-a414-6602811c0a9f,15
f32086f2-c543-4575-a414-6602811c0a9f,19
f32086f2-c543-4575-a414-6602811c0a9f,9
f32086f2-c543-4575-a414-6602811c0a9f,1
f32086f2-c543-4575-a414-6602811c0a9f,6
40e5475b-979f-479b-8104-7e5b106b8d26,11
40e5475b-979f-479b-8104-7e5b106b8d26,9
40e5475b-979f-479b-8104-7e5b106b8d26,5
40e5475b-979f-479b-8104-7e5b106b8d26,7
40e5475b-979f-479b-8104-7e5b106b8d26,22
40e5475b-979f-479b-8104-7e5b106b8d26,4
0daffcaf-9e60-4ce2-921d-54d5cc46149e,13
0daffcaf-9e60-4ce2-921d-54d5cc46149e,4
0daffcaf-9e60-4ce2-921d-54d5cc46149e,12
c1dd54ba-2b93-423a-b50f-009b0f6718d5,20
c1dd54ba-2b93-423a-b50f-009b0f6718d5,9
c1dd54ba-2b93-423a-b50f-009b0f6718d5,2
c1dd54ba-2b93-423a-b50f-009b0f6718d5,15
c1dd54ba-2b93-423a-b50f-009b0f6718d5,18
16b18bdf-0831-4bc9-8ef5-06f4e00353f7,13
16b18bdf-0831-4bc9-8ef5-06f4e00353f7,3
