student_id,course_id
1,CE190
1,CS301
1,PSY122
1,ECON165
1,PSY351
1,MATH327
2,CE190
2,CS301
2,PSY122
2,MATH327
3,CS301
3,CE190
3,CS389
4,CS301
4,CE190
4,PSY122
4,PHYS137
5,CS301
5,MATH327
5,CE190
5,PHYS137
5,MKT109
6,CS301
6,CE190
6,MATH327
6,CHEM156
6,PSY122
7,CS301
7,CE190
7,PSY122
8,CS301
8,PSY122
8,CHEM408
8,ECON165
8,CE190
9,CS301
9,CE190
9,PSY122
9,CHEM190
9,MATH327
9,CHEM156
10,CS301
10,CHEM156
10,MATH327
11,MATH327
11,CE190
11,CS301
11,PSY122
11,ME200
11,CHEM190
12,CS301
12,CE190
12,CHEM156
12,CHEM190
13,CS301
13,CE190
13,PSY351
13,PSY122
13,ME393
14,CS301
14,CE190
14,PSY122
14,ECON165
14,MATH327
15,CE190
15,CS301
15,PSY122
15,PHYS137
16,CHEM156
16,PSY122
16,CS301
16,CE190
16,ECON312
17,CS301
17,CE190
17,MKT109
18,CS301
18,ECON165
18,MKT109
18,PSY122
18,CE190
18,CE222
19,CE190
19,CS301
19,PSY122
19,ECON165
19,MATH327
20,MKT109
20,CS301
20,CE190
20,MKT115
21,CE190
21,PSY122
21,CS301
22,CE190
22,CS301
22,PSY122
22,MATH327
23,CS301
23,MATH327
23,CE190
23,CHEM156
23,PSY122
24,CE190
24,CS301
24,CHEM190
24,PSY122
24,CHEM156
25,PSY122
25,CS301
25,IT216
25,FIN346
25,ECON165
25,CE190
26,CS301
26,CE190
26,CHEM156
26,CHEM190
26,PSY122
26,ECON165
27,CHEM190
27,CS301
27,MATH375
27,PSY122
27,MATH327
28,CS301
28,CE190
28,CHEM183
29,CS301
29,CE190
29,MKT115
29,ECON165
29,PHYS137
30,CE190
30,CS301
30,ECON165
30,PSY122
30,MATH327
30,CHEM190
31,CS301
31,CE190
31,PHYS137
32,CS301
32,CE190
32,MATH327
32,PSY122
32,FIN346
33,CS301
33,PSY122
33,CE190
34,CE190
34,CS301
34,MKT109
34,PSY122
35,CS301
35,CE190
35,MATH381
36,CE190
36,CS301
36,PSY122
37,CE190
37,MATH327
37,CS301
37,MKT109
37,CE332
38,CS301
38,CE190
38,FIN393
38,MKT109
38,PSY122
38,MATH366
39,PSY122
39,CE190
39,CS301
39,CE332
40,ECON165
40,CS301
40,CE190
40,PSY122
40,CHEM156
40,MKT109
41,CS301
41,CHEM190
41,CE190
41,MKT109
41,PSY122
41,ECON165
42,CS301
42,MATH327
42,PSY122
42,ME393
42,MATH381
42,CE190
43,CS301
43,CE190
43,PSY122
44,CS301
44,CE190
44,ECON165
44,FIN346
44,CHEM183
45,CS301
45,CE190
45,PSY122
45,MATH327
45,MATH375
45,MATH366
46,CS301
46,PSY122
46,CE190
46,CHEM156
46,CS180
47,CS301
47,PSY122
47,CE190
47,CHEM190
47,MATH327
48,CS301
48,MATH327
48,PSY122
48,CE190
48,ECON165
48,ME393
49,CS301
49,CE190
49,PSY122
49,MATH154
49,BIO191
49,FIN346
50,CS301
50,CE190
50,PSY122
50,MATH327
50,CHEM156
51,CS301
51,FIN346
51,PSY122
51,MATH327
52,CE190
52,CS301
52,CHEM156
52,PSY122
52,MKT109
53,CS301
53,CE190
53,PSY122
53,ECON165
53,MATH366
54,PSY122
54,CS301
54,MATH327
54,MKT109
55,CS301
55,CE190
55,PSY122
55,PHYS137
55,MATH327
55,ECON165
56,CE190
56,CS301
56,CE111
56,PSY122
56,IT218
57,CS301
57,PSY122
57,MATH327
57,CE190
